"","Member_number","Date","itemDescription"
"697",2364,2015-05-11,"rolls/buns"
"698",3084,2015-10-26,"frankfurter"
"699",1850,2015-02-17,"yogurt"
"700",1949,2015-03-17,"whole milk"
"701",4740,2015-10-02,"bottled water"
"702",1072,2015-10-23,"frankfurter"
"703",4196,2015-07-09,"rolls/buns"
"704",4814,2015-09-13,"whole milk"
"705",1514,2015-02-28,"rolls/buns"
"706",4584,2015-10-25,"chicken"
"707",2751,2015-02-03,"tropical fruit"
"708",4155,2015-09-24,"cereal"
"709",4670,2015-10-11,"cereal"
"710",4566,2015-07-27,"frankfurter"
"711",2371,2015-08-30,"UHT-milk"
"712",3442,2015-11-14,"rolls/buns"
"713",3090,2015-09-27,"canned beer"
"714",1457,2015-01-09,"yogurt"
"715",4952,2015-04-08,"whipped/sour cream"
"716",3165,2015-01-11,"rolls/buns"
"717",2608,2015-09-19,"rolls/buns"
"718",2040,2015-10-07,"beverages"
"719",1327,2015-08-09,"rolls/buns"
"720",3363,2015-01-07,"rolls/buns"
"721",1731,2015-09-09,"bottled beer"
"722",2760,2015-08-02,"citrus fruit"
"723",3120,2015-01-14,"bottled water"
"724",1332,2015-04-30,"pastry"
"725",4530,2015-09-12,"domestic eggs"
"726",3145,2015-02-23,"beef"
"727",1099,2015-08-13,"spread cheese"
"728",3188,2015-12-06,"tropical fruit"
"729",3748,2015-10-13,"packaged fruit/vegetables"
"730",4655,2015-03-31,"whole milk"
"731",1827,2015-05-01,"meat"
"732",2485,2015-02-17,"onions"
"733",4683,2015-01-15,"frankfurter"
"734",4358,2015-11-06,"beef"
"735",1931,2015-10-09,"beef"
"736",2490,2015-12-18,"cereal"
"737",4842,2015-12-08,"chicken"
"738",4616,2015-01-01,"canned beer"
"739",2810,2015-09-22,"cereal"
"740",2785,2015-10-18,"tropical fruit"
"741",3591,2015-07-20,"frankfurter"
"742",3896,2015-09-10,"cereal"
"743",3842,2015-07-01,"beef"
"744",2648,2015-07-10,"tropical fruit"
"745",4688,2015-10-02,"yogurt"
"746",3511,2015-08-26,"frankfurter"
"747",3084,2015-09-04,"bottled beer"
"748",3810,2015-05-07,"grapes"
"749",4348,2015-02-26,"beverages"
"750",3584,2015-03-10,"curd"
"751",2620,2015-06-11,"ice cream"
"752",2716,2015-01-18,"cereal"
"753",3797,2015-08-10,"beer"
"754",2976,2015-06-02,"dessert"
"755",2762,2015-11-07,"decalcifier"
"756",3752,2015-04-25,"canned beer"
"757",1659,2015-11-30,"coffee"
"758",4109,2015-02-08,"berries"
"759",1542,2015-08-07,"pork"
"760",2068,2015-06-07,"frankfurter"
"761",4509,2015-06-14,"pork"
"762",4646,2015-06-14,"frankfurter"
"763",2122,2015-04-07,"frozen dessert"
"764",2730,2015-06-15,"chicken"
"765",1800,2015-07-31,"vinegar"
"766",1456,2015-09-18,"rolls/buns"
"767",1138,2015-09-02,"whole milk"
"768",4104,2015-06-12,"pork"
"769",4985,2015-02-28,"rolls/buns"
"770",3181,2015-12-13,"grapes"
"771",3178,2015-10-21,"frankfurter"
"772",1688,2015-11-10,"finished products"
"773",1488,2015-11-28,"onions"
"774",4975,2015-05-08,"tropical fruit"
"775",4697,2015-01-09,"beer"
"776",4742,2015-01-11,"ham"
"777",2640,2015-04-22,"beer"
"778",2548,2015-12-25,"curd"
"779",2825,2015-12-29,"cereal"
"780",2592,2015-07-04,"canned beer"
"781",3622,2015-12-28,"ham"
"782",4852,2015-08-21,"packaged fruit/vegetables"
"783",1839,2015-09-03,"meat"
"784",2413,2015-04-04,"whole milk"
"785",2982,2015-06-14,"canned beer"
"786",1981,2015-10-31,"chicken"
"787",4440,2015-09-21,"rolls/buns"
"788",3497,2015-11-24,"pet care"
"789",3668,2015-12-18,"root vegetables"
"790",4460,2015-05-28,"pastry"
"791",1335,2015-01-16,"frankfurter"
"792",4303,2015-12-07,"chicken"
"793",3508,2015-02-28,"frozen dessert"
"794",1959,2015-03-19,"citrus fruit"
"795",3856,2015-03-06,"cereal"
"796",3141,2015-07-29,"root vegetables"
"797",4640,2015-09-25,"root vegetables"
"798",4851,2015-05-25,"bottled beer"
"799",3306,2015-09-22,"frankfurter"
"800",2193,2015-04-08,"root vegetables"
"801",1156,2015-09-13,"berries"
"802",4596,2015-04-08,"hamburger meat"
"803",1245,2015-10-08,"tropical fruit"
"804",1515,2015-07-05,"frankfurter"
"805",2564,2015-07-14,"frankfurter"
"806",4527,2015-10-18,"soda"
"807",2487,2015-07-09,"ice cream"
"808",3420,2015-02-27,"beef"
"809",4442,2015-11-28,"whole milk"
"810",3164,2015-04-30,"pork"
"811",3601,2015-04-01,"whole milk"
"812",3176,2015-05-25,"bottled beer"
"813",2568,2015-07-22,"pork"
"814",1856,2015-10-26,"root vegetables"
"815",3859,2015-09-30,"canned beer"
"816",1668,2015-08-21,"citrus fruit"
"817",4499,2015-08-23,"pip fruit"
"818",1753,2015-08-21,"root vegetables"
"819",3829,2015-06-25,"tropical fruit"
"820",4825,2015-01-08,"beef"
"821",3694,2015-11-10,"chicken"
"822",4147,2015-01-02,"citrus fruit"
"823",2196,2015-10-09,"meat"
"824",2229,2015-05-22,"cream cheese "
"825",4724,2015-09-03,"citrus fruit"
"826",3066,2015-10-11,"specialty bar"
"827",1120,2015-06-08,"meat"
"828",4769,2015-08-22,"citrus fruit"
"829",4711,2015-09-17,"frankfurter"
"830",2391,2015-06-22,"citrus fruit"
"831",1216,2015-03-04,"turkey"
"832",3154,2015-05-14,"citrus fruit"
"833",3911,2015-07-30,"cereal"
"834",3111,2015-10-15,"newspapers"
"835",1385,2015-11-26,"whole milk"
"836",1158,2015-03-21,"yogurt"
"837",2733,2015-07-22,"yogurt"
"838",4999,2015-12-26,"bottled water"
"839",2882,2015-06-12,"berries"
"840",2590,2015-06-25,"packaged fruit/vegetables"
"841",4249,2015-08-04,"frankfurter"
"842",3012,2015-05-03,"nuts/prunes"
"843",1533,2015-11-07,"citrus fruit"
"844",1667,2015-01-12,"beef"
"845",4323,2015-05-13,"whole milk"
"846",2087,2015-02-22,"beer"
"847",1853,2015-05-31,"beef"
"848",2157,2015-10-29,"fish"
"849",1136,2015-10-29,"beer"
"850",2049,2015-10-07,"tropical fruit"
"851",3122,2015-05-02,"coffee"
"852",2245,2015-05-15,"cereal"
"853",4746,2015-10-18,"meat"
"854",4224,2015-02-24,"chicken"
"855",4219,2015-03-19,"berries"
"856",2641,2015-01-01,"frozen meals"
"857",3173,2015-07-25,"whipped/sour cream"
"858",2191,2015-10-19,"beef"
"859",4212,2015-04-07,"chicken"
"860",1902,2015-12-01,"chicken"
"861",1347,2015-03-27,"beef"
"862",1578,2015-06-23,"packaged fruit/vegetables"
"863",1264,2015-11-23,"sugar"
"864",4632,2015-09-30,"frankfurter"
"865",3452,2015-11-01,"berries"
"866",4822,2015-02-10,"bottled water"
"867",3987,2015-06-18,"cereal"
"868",1672,2015-10-07,"whole milk"
"869",4864,2015-12-01,"ice cream"
"870",3368,2015-03-09,"frankfurter"
"871",1283,2015-09-22,"root vegetables"
"872",4428,2015-06-28,"cereal"
"873",2577,2015-10-25,"cereal"
"874",1973,2015-10-24,"beef"
"875",3284,2015-01-23,"fruit/vegetable juice"
"876",1905,2015-05-19,"sugar"
"877",2226,2015-03-09,"berries"
"878",1932,2015-09-04,"yogurt"
"879",4506,2015-08-11,"pork"
"880",1843,2015-11-27,"bottled beer"
"881",3973,2015-07-27,"curd"
"882",1651,2015-07-28,"beef"
"883",3997,2015-10-12,"pork"
"884",4796,2015-08-25,"white bread"
"885",1245,2015-09-24,"grapes"
"886",3579,2015-08-17,"potato products"
"887",4387,2015-02-10,"root vegetables"
"888",2496,2015-06-29,"chicken"
"889",3590,2015-03-28,"chicken"
"890",2890,2015-04-26,"fish"
"891",1401,2015-01-27,"canned beer"
"892",3297,2015-05-21,"beer"
"893",2867,2015-12-23,"chicken"
"894",1365,2015-05-20,"beer"
"895",2355,2015-07-24,"tropical fruit"
"896",1170,2015-03-19,"whole milk"
"897",3554,2015-03-21,"beef"
"898",4171,2015-01-26,"cereal"
"899",3963,2015-09-17,"whole milk"
"900",3076,2015-12-08,"rolls/buns"
"901",1629,2015-05-17,"citrus fruit"
"902",1366,2015-05-30,"whole milk"
"903",3677,2015-07-29,"pastry"
"904",2844,2015-05-21,"tropical fruit"
"905",4509,2015-09-28,"sliced cheese"
"906",3245,2015-05-11,"soda"
"907",2294,2015-06-22,"ham"
"908",1234,2015-11-20,"salty snack"
"909",3001,2015-12-24,"whole milk"
"910",3587,2015-08-05,"root vegetables"
"911",2700,2015-01-22,"soda"
"912",3838,2015-12-14,"curd"
"913",4045,2015-12-22,"bottled water"
"914",1858,2015-04-25,"packaged fruit/vegetables"
"915",2280,2015-01-11,"tropical fruit"
"916",2454,2015-04-06,"ham"
"917",4437,2015-10-09,"pork"
"918",1685,2015-03-30,"beverages"
"919",2349,2015-02-26,"cereal"
"920",1463,2015-12-24,"cereal"
"921",3470,2015-02-19,"root vegetables"
"922",4914,2015-11-29,"whole milk"
"923",2448,2015-08-31,"frankfurter"
"924",3387,2015-05-10,"soda"
"925",3167,2015-11-04,"soda"
"926",3175,2015-03-17,"frankfurter"
"927",2678,2015-09-21,"berries"
"928",4627,2015-12-18,"canned beer"
"929",1773,2015-10-17,"frankfurter"
"930",3100,2015-05-23,"frankfurter"
"931",3232,2015-05-29,"berries"
"932",3673,2015-08-12,"frankfurter"
"933",4068,2015-11-19,"newspapers"
"934",2340,2015-10-07,"frozen fish"
"935",1930,2015-03-01,"tropical fruit"
"936",3526,2015-06-02,"beef"
"937",1617,2015-02-10,"rolls/buns"
"938",1028,2015-07-11,"specialty chocolate"
"939",4440,2015-12-01,"sparkling wine"
"940",3554,2015-07-23,"citrus fruit"
"941",1632,2015-12-15,"onions"
"942",1429,2015-02-07,"whole milk"
"943",1225,2015-05-20,"photo/film"
"944",2509,2015-07-15,"hamburger meat"
"945",4945,2015-08-02,"beer"
"946",4342,2015-03-18,"whole milk"
"947",1832,2015-09-28,"pork"
"948",1518,2015-06-21,"tropical fruit"
"949",1512,2015-09-20,"chicken"
"950",4818,2015-03-20,"beer"
"951",4686,2015-08-19,"cereal"
"952",4986,2015-02-01,"whole milk"
"953",2755,2015-02-06,"rolls/buns"
"954",4532,2015-11-29,"hygiene articles"
"955",2070,2015-08-16,"ice cream"
"956",1894,2015-05-09,"curd"
"957",3473,2015-01-25,"whole milk"
"958",2140,2015-09-28,"onions"
"959",3286,2015-12-23,"finished products"
"960",4729,2015-04-08,"salt"
"961",3204,2015-02-20,"tropical fruit"
"962",1574,2015-04-18,"beer"
"963",3361,2015-07-22,"chocolate"
"964",1776,2015-02-25,"ice cream"
"965",2009,2015-10-11,"tropical fruit"
"966",3479,2015-03-24,"frankfurter"
"967",2394,2015-11-22,"butter"
"968",1337,2015-12-25,"beer"
"969",3574,2015-06-13,"tropical fruit"
"970",1727,2015-07-18,"citrus fruit"
"971",1016,2015-10-05,"UHT-milk"
"972",4326,2015-01-21,"beef"
"973",2212,2015-09-22,"curd"
"974",1990,2015-08-01,"citrus fruit"
"975",3836,2015-12-06,"yogurt"
"976",4560,2015-07-01,"bottled beer"
"977",1119,2015-02-04,"grapes"
"978",1379,2015-05-18,"pork"
"979",1658,2015-09-03,"cereal"
"980",2948,2015-06-16,"frankfurter"
"981",1273,2015-05-04,"artif. sweetener"
"982",1155,2015-12-27,"frankfurter"
"983",1672,2015-02-05,"pip fruit"
"984",3841,2015-04-02,"frankfurter"
"985",1683,2015-08-20,"whole milk"
"986",1774,2015-08-07,"domestic eggs"
"987",4441,2015-06-17,"packaged fruit/vegetables"
"988",1929,2015-05-02,"chicken"
"989",1273,2015-01-31,"pork"
"990",2920,2015-10-11,"citrus fruit"
"991",2467,2015-04-18,"light bulbs"
"992",2678,2015-11-28,"cream cheese "
"993",3423,2015-06-02,"cereal"
"994",4223,2015-07-19,"citrus fruit"
"995",2846,2015-09-23,"beer"
"996",4103,2015-07-26,"chicken"
"997",4789,2015-05-02,"ice cream"
"998",4916,2015-02-26,"pork"
"999",2518,2015-05-03,"pork"
"1000",2622,2015-03-07,"onions"
"1001",4321,2015-01-29,"tropical fruit"
"1002",2050,2015-06-28,"whipped/sour cream"
"1003",2146,2015-06-20,"berries"
"1004",3938,2015-05-26,"berries"
"1005",1636,2015-09-19,"rolls/buns"
"1006",4694,2015-07-29,"ice cream"
"1007",2432,2015-07-07,"coffee"
"1008",4937,2015-05-18,"whole milk"
"1009",1293,2015-03-01,"whole milk"
"1010",2883,2015-02-17,"citrus fruit"
"1011",2267,2015-01-30,"beef"
"1012",3997,2015-06-09,"pork"
"1013",4792,2015-07-20,"turkey"
"1014",2292,2015-03-25,"margarine"
"1015",1018,2015-05-23,"butter milk"
"1016",4922,2015-02-13,"beef"
"1017",3151,2015-09-25,"bottled water"
"1018",2517,2015-07-04,"pip fruit"
"1019",1499,2015-05-17,"whole milk"
"1020",4993,2015-01-21,"chocolate"
"1021",1606,2015-11-11,"frankfurter"
"1022",2918,2015-08-10,"whole milk"
"1023",1815,2015-01-13,"cereal"
"1024",4524,2015-07-05,"grapes"
"1025",1395,2015-06-11,"brown bread"
"1026",3456,2015-06-16,"root vegetables"
"1027",1597,2015-02-05,"UHT-milk"
"1028",2315,2015-05-02,"onions"
"1029",4095,2015-09-29,"beef"
"1030",3680,2015-11-24,"pork"
"1031",2847,2015-11-23,"canned beer"
"1032",3426,2015-10-25,"yogurt"
"1033",4750,2015-08-04,"yogurt"
"1034",1384,2015-08-09,"pip fruit"
"1035",3120,2015-08-09,"meat"
"1036",1081,2015-04-25,"coffee"
"1037",1171,2015-05-05,"bottled water"
"1038",4932,2015-07-08,"bottled beer"
"1039",4189,2015-09-11,"cereal"
"1040",4455,2015-09-09,"shopping bags"
"1041",2928,2015-02-11,"pork"
"1042",4817,2015-03-18,"frankfurter"
"1043",4257,2015-06-28,"ice cream"
"1044",4254,2015-07-20,"root vegetables"
"1045",4071,2015-09-19,"cereal"
"1046",2109,2015-10-28,"cereal"
"1047",1412,2015-07-05,"root vegetables"
"1048",4088,2015-09-23,"canned vegetables"
"1049",4056,2015-10-20,"tropical fruit"
"1050",4441,2015-05-05,"grapes"
"1051",4363,2015-07-01,"whole milk"
"1052",2107,2015-11-27,"frankfurter"
"1053",2941,2015-02-23,"dessert"
"1054",1497,2015-07-26,"shopping bags"
"1055",2211,2015-01-01,"butter"
"1056",3510,2015-01-02,"frankfurter"
"1057",4074,2015-05-27,"pork"
"1058",3190,2015-11-21,"whole milk"
"1059",2297,2015-03-01,"brown bread"
"1060",3311,2015-07-01,"frozen fish"
"1061",3085,2015-01-21,"soda"
"1062",3693,2015-11-16,"whole milk"
"1063",4859,2015-07-07,"pork"
"1064",2125,2015-06-25,"whipped/sour cream"
"1065",2261,2015-04-04,"frankfurter"
"1066",3679,2015-11-27,"grapes"
"1067",4165,2015-08-18,"cereal"
"1068",3538,2015-03-01,"citrus fruit"
"1069",3913,2015-02-19,"ham"
"1070",2336,2015-04-14,"chewing gum"
"1071",3549,2015-08-01,"beef"
"1072",4434,2015-09-21,"beef"
"1073",2854,2015-02-08,"beer"
"1074",3413,2015-02-08,"frankfurter"
"1075",1780,2015-10-13,"canned fish"
"1076",2899,2015-09-06,"cereal"
"1077",2106,2015-08-13,"bottled water"
"1078",3929,2015-07-30,"specialty cheese"
"1079",3857,2015-10-01,"bottled water"
"1080",4459,2015-12-18,"bottled water"
"1081",4551,2015-07-28,"chicken"
"1082",4042,2015-12-17,"frankfurter"
"1083",2599,2015-05-06,"chicken"
"1084",1045,2015-11-25,"chicken"
"1085",4677,2015-01-24,"butter"
"1086",1580,2015-06-14,"citrus fruit"
"1087",3269,2015-10-07,"whipped/sour cream"
"1088",4368,2015-01-29,"frankfurter"
"1089",1111,2015-11-20,"beef"
"1090",4841,2015-09-13,"chicken"
"1091",3047,2015-09-07,"cereal"
"1092",4349,2015-03-14,"citrus fruit"
"1093",3580,2015-11-24,"ice cream"
"1094",2370,2015-07-18,"specialty chocolate"
"1095",3094,2015-06-28,"frankfurter"
"1096",1146,2015-09-12,"pork"
"1097",2287,2015-12-16,"UHT-milk"
"1098",3911,2015-08-23,"UHT-milk"
"1099",4891,2015-04-19,"cookware"
"1100",4837,2015-12-02,"citrus fruit"
"1101",4464,2015-10-21,"cereal"
"1102",2940,2015-10-18,"frankfurter"
"1103",4972,2015-02-06,"citrus fruit"
"1104",4890,2015-07-03,"ham"
"1105",4295,2015-07-17,"ham"
"1106",2729,2015-09-24,"bottled water"
"1107",1125,2015-11-19,"popcorn"
"1108",1850,2015-01-11,"tropical fruit"
"1109",2928,2015-09-22,"frankfurter"
"1110",3717,2015-05-30,"hamburger meat"
"1111",3809,2015-03-24,"soda"
"1112",3437,2015-02-02,"cereal"
"1113",1481,2015-01-17,"yogurt"
"1114",1050,2015-05-04,"meat"
"1115",2918,2015-03-16,"red/blush wine"
"1116",4499,2015-08-08,"UHT-milk"
"1117",4117,2015-01-06,"brown bread"
"1118",1630,2015-05-22,"semi-finished bread"
"1119",3715,2015-05-11,"whole milk"
"1120",3512,2015-11-17,"cat food"
"1121",1197,2015-04-27,"citrus fruit"
"1122",3958,2015-03-04,"citrus fruit"
"1123",4890,2015-09-14,"meat"
"1124",3112,2015-05-19,"rolls/buns"
"1125",4502,2015-11-22,"root vegetables"
"1126",4719,2015-06-01,"tropical fruit"
"1127",1516,2015-01-28,"brown bread"
"1128",4281,2015-10-18,"shopping bags"
"1129",1566,2015-04-30,"grapes"
"1130",4641,2015-11-29,"ham"
"1131",2561,2015-02-26,"root vegetables"
"1132",2344,2015-12-17,"ice cream"
"1133",2643,2015-04-21,"tropical fruit"
"1134",3236,2015-04-09,"finished products"
"1135",4863,2015-12-30,"dessert"
"1136",2264,2015-01-12,"sparkling wine"
"1137",3168,2015-03-20,"beer"
"1138",1282,2015-11-18,"misc. beverages"
"1139",2832,2015-11-02,"beer"
"1140",3067,2015-11-27,"misc. beverages"
"1141",1847,2015-04-17,"dessert"
"1142",3525,2015-02-14,"frankfurter"
"1143",1231,2015-10-14,"cereal"
"1144",3471,2015-03-28,"meat"
"1145",2421,2015-11-22,"cereal"
"1146",4092,2015-06-14,"onions"
"1147",1577,2015-03-16,"beef"
"1148",3463,2015-06-13,"pip fruit"
"1149",3518,2015-08-01,"ham"
"1150",4325,2015-10-14,"yogurt"
"1151",4947,2015-11-18,"citrus fruit"
"1152",2194,2015-01-11,"beer"
"1153",2868,2015-03-20,"pork"
"1154",3211,2015-09-30,"bathroom cleaner"
"1155",4537,2015-01-01,"ham"
"1156",2243,2015-09-15,"grapes"
"1157",2399,2015-01-21,"pastry"
"1158",4133,2015-01-22,"citrus fruit"
"1159",2937,2015-06-17,"photo/film"
"1160",1029,2015-03-14,"dessert"
"1161",4384,2015-09-22,"citrus fruit"
"1162",3756,2015-07-22,"soda"
"1163",1646,2015-06-19,"chewing gum"
"1164",3066,2015-11-30,"root vegetables"
"1165",1259,2015-11-27,"pork"
"1166",2245,2015-01-28,"turkey"
"1167",3289,2015-03-01,"tropical fruit"
"1168",3742,2015-08-22,"cereal"
"1169",4537,2015-04-09,"cereal"
"1170",4531,2015-09-29,"pork"
"1171",3764,2015-10-05,"cereal"
"1172",1581,2015-08-13,"grapes"
"1173",2859,2015-02-11,"grapes"
"1174",2175,2015-03-06,"beer"
"1175",1301,2015-11-03,"pot plants"
"1176",3465,2015-11-01,"bottled water"
"1177",2203,2015-06-27,"prosecco"
"1178",2113,2015-08-16,"UHT-milk"
"1179",3072,2015-01-26,"bottled water"
"1180",2805,2015-08-17,"rolls/buns"
"1181",2511,2015-07-14,"specialty chocolate"
"1182",2120,2015-01-26,"beef"
"1183",2346,2015-04-24,"tropical fruit"
"1184",2071,2015-10-14,"beef"
"1185",2610,2015-02-26,"rolls/buns"
"1186",3489,2015-11-18,"berries"
"1187",3458,2015-08-13,"cereal"
"1188",4869,2015-02-06,"chicken"
"1189",2580,2015-04-11,"cereal"
"1190",3305,2015-06-24,"shopping bags"
"1191",3811,2015-06-24,"canned beer"
"1192",1782,2015-08-16,"soda"
"1193",3050,2015-04-07,"yogurt"
"1194",4924,2015-09-14,"rolls/buns"
"1195",1480,2015-11-21,"rolls/buns"
"1196",3508,2015-08-15,"whole milk"
"1197",2545,2015-11-18,"citrus fruit"
"1198",3638,2015-06-06,"citrus fruit"
"1199",3971,2015-12-30,"brown bread"
"1200",4536,2015-04-06,"tropical fruit"
"1201",2707,2015-06-12,"frankfurter"
"1202",1382,2015-09-29,"coffee"
"1203",4648,2015-09-14,"ham"
"1204",2699,2015-04-18,"beer"
"1205",3119,2015-02-05,"cereal"
"1206",4695,2015-09-09,"pork"
"1207",4778,2015-08-24,"citrus fruit"
"1208",3451,2015-04-26,"tropical fruit"
"1209",2221,2015-12-16,"beer"
"1210",4217,2015-11-23,"pork"
"1211",1334,2015-06-07,"chicken"
"1212",2499,2015-11-22,"root vegetables"
"1213",3585,2015-07-21,"citrus fruit"
"1214",3161,2015-11-08,"fruit/vegetable juice"
"1215",2434,2015-06-06,"beef"
"1216",4448,2015-01-06,"frankfurter"
"1217",4597,2015-07-13,"frankfurter"
"1218",4584,2015-10-09,"beef"
"1219",1606,2015-03-10,"ham"
"1220",3323,2015-11-12,"shopping bags"
"1221",1308,2015-03-14,"pork"
"1222",1331,2015-10-07,"condensed milk"
"1223",2386,2015-01-30,"chicken"
"1224",3910,2015-02-28,"cereal"
"1225",4274,2015-08-01,"bottled beer"
"1226",3101,2015-01-21,"chicken"
"1227",4416,2015-12-23,"finished products"
"1228",2375,2015-12-09,"pork"
"1229",1819,2015-09-09,"root vegetables"
"1230",3981,2015-10-02,"domestic eggs"
"1231",3553,2015-06-01,"domestic eggs"
"1232",3846,2015-01-28,"bottled water"
"1233",3037,2015-02-23,"cling film/bags"
"1234",3469,2015-02-09,"beer"
"1235",1601,2015-12-09,"whole milk"
"1236",4040,2015-03-03,"cereal"
"1237",3926,2015-06-07,"cereal"
"1238",4201,2015-10-14,"tropical fruit"
"1239",4274,2015-09-30,"frankfurter"
"1240",2665,2015-04-13,"frozen potato products"
"1241",3153,2015-10-08,"frankfurter"
"1242",2691,2015-09-07,"frankfurter"
"1243",4022,2015-07-31,"chicken"
"1244",3716,2015-11-10,"tropical fruit"
"1245",4537,2015-10-12,"bottled beer"
"1246",4875,2015-06-11,"citrus fruit"
"1247",3822,2015-09-25,"hamburger meat"
"1248",3609,2015-12-12,"chicken"
"1249",4428,2015-08-23,"pork"
"1250",3947,2015-04-16,"rolls/buns"
"1251",2448,2015-08-17,"bottled water"
"1252",2688,2015-04-11,"cereal"
"1253",3764,2015-07-24,"frozen potato products"
"1254",4523,2015-08-24,"frankfurter"
"1255",3698,2015-08-30,"cereal"
"1256",3898,2015-08-21,"tropical fruit"
"1257",1761,2015-10-02,"bottled beer"
"1258",2689,2015-01-11,"bottled beer"
"1259",1627,2015-04-11,"rolls/buns"
"1260",4629,2015-11-16,"citrus fruit"
"1261",2790,2015-12-30,"yogurt"
"1262",4496,2015-01-23,"turkey"
"1263",1934,2015-02-27,"soda"
"1264",2513,2015-02-12,"canned beer"
"1265",3298,2015-01-28,"canned beer"
"1266",4214,2015-03-20,"cereal"
"1267",2480,2015-08-14,"pork"
"1268",4962,2015-03-29,"Instant food products"
"1269",3960,2015-06-20,"frankfurter"
"1270",2074,2015-01-23,"oil"
"1271",2625,2015-10-03,"chicken"
"1272",1557,2015-08-04,"beef"
"1273",2007,2015-08-28,"dessert"
"1274",2120,2015-10-07,"pork"
"1275",4289,2015-09-08,"curd"
"1276",2356,2015-01-31,"chicken"
"1277",4301,2015-09-30,"whipped/sour cream"
"1278",2950,2015-02-07,"frankfurter"
"1279",2263,2015-07-02,"frankfurter"
"1280",3186,2015-11-25,"liver loaf"
"1281",2655,2015-07-01,"pork"
"1282",1491,2015-06-18,"frankfurter"
"1283",2069,2015-02-10,"pork"
"1284",3012,2015-09-20,"pork"
"1285",2681,2015-02-24,"soda"
"1286",4144,2015-11-06,"root vegetables"
"1287",3919,2015-10-07,"whipped/sour cream"
"1288",2777,2015-06-01,"chocolate"
"1289",4119,2015-05-09,"whole milk"
"1290",3597,2015-06-23,"pork"
"1291",2110,2015-05-15,"coffee"
"1292",3523,2015-04-19,"rolls/buns"
"1293",3364,2015-09-14,"citrus fruit"
"1294",3759,2015-09-08,"citrus fruit"
"1295",4014,2015-11-15,"soda"
"1296",3140,2015-08-27,"cream cheese "
"1297",2787,2015-06-24,"soda"
"1298",2525,2015-11-16,"chicken"
"1299",2555,2015-12-05,"frozen fish"
"1300",2419,2015-04-07,"cereal"
"1301",4257,2015-08-21,"beef"
"1302",4267,2015-06-16,"ham"
"1303",2364,2015-09-08,"chicken"
"1304",4008,2015-05-04,"herbs"
"1305",1231,2015-06-28,"grapes"
"1306",1651,2015-05-06,"tropical fruit"
"1307",1371,2015-05-11,"frankfurter"
